Genome_ID	Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
2022-MIN-0037	virulence_ecoli	nlpI	99.77	885 / 885	Contig_1 length=3089149 depth=1.00x	949428..950312	  lipoprotein NlpI precursor	CP000243
2022-MIN-0037	virulence_ecoli	ompT	95.78	948 / 948	Contig_3 length=112029 depth=1.37x circular=true	8387..9334	  Outer membrane protease (protein protease 7)	CDLB01000100
2022-MIN-0037	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	Contig_2 length=1921022 depth=1.11x circular=true	1526592..1527833	   stx2i-O9-CB10366	FN252457
2022-MIN-0037	virulence_ecoli	terC	99.86	714 / 714	Contig_1 length=3089149 depth=1.00x	1376841..1377554	  Tellurium ion resistance protein	CP007491
2022-MIN-0037	virulence_ecoli	terC	99.9	966 / 966	Contig_1 length=3089149 depth=1.00x	1026316..1027281	  Tellurium ion resistance protein	MG591698
2022-MIN-0037	virulence_ecoli	terC	100	1041 / 1041	Contig_2 length=1921022 depth=1.11x circular=true	1293378..1294418	  Tellurium ion resistance protein	UINX01000003
2022-MIN-0037	virulence_ecoli	tia	99.73	738 / 738	Contig_2 length=1921022 depth=1.11x circular=true	1287415..1288152	 Tia Invasion determinant	CP015995
2022-MIN-0037	virulence_ecoli	traT	100	732 / 732	Contig_3 length=112029 depth=1.37x circular=true	59891..60622	  Outer membrane protein complement resistance	LAUD01000149
2022-MIN-0037	virulence_ecoli	yehA	98.45	1035 / 1035	Contig_1 length=3089149 depth=1.00x	2141236..2142270	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
2022-MIN-0037	virulence_ecoli	yehB	98.79	2481 / 2481	Contig_1 length=3089149 depth=1.00x	2138740..2141220	" Usher, YHD fimbriael cluster"	CP042934
2022-MIN-0037	virulence_ecoli	yehC	97.78	675 / 675	Contig_1 length=3089149 depth=1.00x	2138050..2138724	" Chaperone, YHD fimbriael cluster"	CP042934
2022-MIN-0037	virulence_ecoli	yehD	98.53	543 / 543	Contig_1 length=3089149 depth=1.00x	2137428..2137970	" Major pilin subunit, YHD fimbriael cluster"	CP042934
2022-MIN-0037	virulence_ecoli	yghJ	91.36	4574 / 4569	Contig_1 length=3089149 depth=1.00x	1217732..1222288		CP002729
2022-MIN-0037	stx	stx2	99.6	1242 / 1242	Contig_2 length=1921022 depth=1.11x circular=true	1526592..1527833	"O9 CB10366, variant i"	FN252457
GCA_012153565.1	virulence_ecoli	AslA	94.09	1657 / 1656	"AARTYV010000070.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.071, whole genome shotgun sequence"	1659..3314		CP054236
GCA_012153565.1	virulence_ecoli	cba	99.93	1536 / 1536	"AARTYV010000039.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.040, whole genome shotgun sequence"	11977..13512	  Colicin B	FJ664743
GCA_012153565.1	virulence_ecoli	cia	100	147 / 147	"AARTYV010000039.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.040, whole genome shotgun sequence"	20941..21087	  Colicin ia	QMGM01000002
GCA_012153565.1	virulence_ecoli	cma	99.75	816 / 816	"AARTYV010000039.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.040, whole genome shotgun sequence"	14301..15116	  Colicin M activity	FJ664724
GCA_012153565.1	virulence_ecoli	csgA	100	456 / 456	"AARTYV010000001.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.001, whole genome shotgun sequence"	148996..149451	 curlin major subunit CsgA	CP069646
GCA_012153565.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"AARTYV010000056.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.057, whole genome shotgun sequence"	23135..24275	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_012153565.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"AARTYV010000022.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.022, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_012153565.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"AARTYV010000153.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.guided.025, whole genome shotgun sequence"	42017..46267	 intimin-like adhesin FdeC	AP010953
GCA_012153565.1	virulence_ecoli	fimH	100	489 / 489	"AARTYV010000049.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.050, whole genome shotgun sequence"	22439..22927	   Type 1 fimbriae	NA
GCA_012153565.1	virulence_ecoli	hlyE	97.82	919 / 918	"AARTYV010000001.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.001, whole genome shotgun sequence"	38692..39598	  Avian E. coli haemolysin	ECU57430
GCA_012153565.1	virulence_ecoli	iss	99.66	294 / 294	"AARTYV010000051.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.052, whole genome shotgun sequence"	14509..14802	  Increased serum survival	CP001846
GCA_012153565.1	virulence_ecoli	mchB	99.66	294 / 294	"AARTYV010000027.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.028, whole genome shotgun sequence"	51512..51805	  Microcin H47 part of colicin H	AJ009631
GCA_012153565.1	virulence_ecoli	mchC	99.94	1551 / 1551	"AARTYV010000027.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.028, whole genome shotgun sequence"	49690..51240	  MchC protein	FN554766
GCA_012153565.1	virulence_ecoli	mchF	99.76	2097 / 2097	"AARTYV010000027.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.028, whole genome shotgun sequence"	45696..47792	  ABC transporter protein MchF	FN554766
GCA_012153565.1	virulence_ecoli	mcmA	100	279 / 279	"AARTYV010000027.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.028, whole genome shotgun sequence"	45164..45442	  Microcin M part of colicin H	AJ515251
GCA_012153565.1	virulence_ecoli	nlpI	99.77	885 / 885	"AARTYV010000002.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.002, whole genome shotgun sequence"	123275..124159	  lipoprotein NlpI precursor	CP000243
GCA_012153565.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"AARTYV010000063.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.064, whole genome shotgun sequence"	1073..2314	   stx2i-O9-CB10366	FN252457
GCA_012153565.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"AARTYV010000155.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.guided.101, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_012153565.1	virulence_ecoli	terC	100	714 / 714	"AARTYV010000004.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.004, whole genome shotgun sequence"	22834..23547	  Tellurium ion resistance protein	CP007491
GCA_012153565.1	virulence_ecoli	terC	99.9	959 / 966	"AARTYV010000002.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.002, whole genome shotgun sequence"	51294..52252	  Tellurium ion resistance protein	MG591698
GCA_012153565.1	virulence_ecoli	terC	100	1041 / 1041	"AARTYV010000078.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.080, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_012153565.1	virulence_ecoli	tia	99.73	738 / 738	"AARTYV010000084.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.086, whole genome shotgun sequence"	2439..3176	 Tia Invasion determinant	CP015995
GCA_012153565.1	virulence_ecoli	traJ	98.69	687 / 687	"AARTYV010000036.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.037, whole genome shotgun sequence"	32510..33196	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_012153565.1	virulence_ecoli	traT	100	732 / 732	"AARTYV010000036.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.037, whole genome shotgun sequence"	10959..11690	  Outer membrane protein complement resistance	CP009167
GCA_012153565.1	virulence_ecoli	yehA	98.26	1035 / 1035	"AARTYV010000011.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.011, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_012153565.1	virulence_ecoli	yehB	98.71	2481 / 2481	"AARTYV010000011.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.011, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_012153565.1	virulence_ecoli	yehC	97.63	675 / 675	"AARTYV010000011.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.011, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_012153565.1	virulence_ecoli	yehD	98.71	543 / 543	"AARTYV010000011.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.011, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_012153565.1	stx	stx2	99.6	1242 / 1242	"AARTYV010000063.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.denovo.064, whole genome shotgun sequence"	1073..2314	"O9 CB10366, variant i"	FN252457
GCA_012153565.1	stx	stx2	99.6	1242 / 1242	"AARTYV010000155.1 Escherichia coli strain 420503 SAMN09634209-rid9267633.guided.101, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_012153625.1	virulence_ecoli	AslA	94.09	1657 / 1656	"AARTZK010000074.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.075, whole genome shotgun sequence"	1659..3314		CP054236
GCA_012153625.1	virulence_ecoli	cba	99.93	1536 / 1536	"AARTZK010000038.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.038, whole genome shotgun sequence"	11971..13506	  Colicin B	FJ664743
GCA_012153625.1	virulence_ecoli	cia	100	147 / 147	"AARTZK010000038.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.038, whole genome shotgun sequence"	20935..21081	  Colicin ia	QMGM01000002
GCA_012153625.1	virulence_ecoli	cma	99.75	816 / 816	"AARTZK010000038.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.038, whole genome shotgun sequence"	14295..15110	  Colicin M activity	FJ664724
GCA_012153625.1	virulence_ecoli	csgA	100	456 / 456	"AARTZK010000001.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.001, whole genome shotgun sequence"	148996..149451	 curlin major subunit CsgA	CP069646
GCA_012153625.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"AARTZK010000056.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.056, whole genome shotgun sequence"	22999..24139	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_012153625.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"AARTZK010000031.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.031, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_012153625.1	virulence_ecoli	fimH	100	489 / 489	"AARTZK010000049.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.049, whole genome shotgun sequence"	22439..22927	   Type 1 fimbriae	NA
GCA_012153625.1	virulence_ecoli	gad	100	1157 / 1401	"AARTZK010000020.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.020, whole genome shotgun sequence"	1..1157	  Glutamate decarboxylase	AP010953
GCA_012153625.1	virulence_ecoli	gad	100	1157 / 1401	"AARTZK010000020.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.020, whole genome shotgun sequence"	1..1157	  Glutamate decarboxylase	EF547380
GCA_012153625.1	virulence_ecoli	hlyE	97.82	919 / 918	"AARTZK010000001.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.001, whole genome shotgun sequence"	38692..39598	  Avian E. coli haemolysin	ECU57430
GCA_012153625.1	virulence_ecoli	iss	99.66	294 / 294	"AARTZK010000051.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.051, whole genome shotgun sequence"	14509..14802	  Increased serum survival	CP001846
GCA_012153625.1	virulence_ecoli	mchB	99.66	294 / 294	"AARTZK010000023.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.023, whole genome shotgun sequence"	51512..51805	  Microcin H47 part of colicin H	AJ009631
GCA_012153625.1	virulence_ecoli	mchC	99.94	1551 / 1551	"AARTZK010000023.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.023, whole genome shotgun sequence"	49690..51240	  MchC protein	FN554766
GCA_012153625.1	virulence_ecoli	mchF	99.76	2097 / 2097	"AARTZK010000023.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.023, whole genome shotgun sequence"	45696..47792	  ABC transporter protein MchF	FN554766
GCA_012153625.1	virulence_ecoli	mcmA	100	279 / 279	"AARTZK010000023.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.023, whole genome shotgun sequence"	45164..45442	  Microcin M part of colicin H	AJ515251
GCA_012153625.1	virulence_ecoli	nlpI	99.77	885 / 885	"AARTZK010000003.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.003, whole genome shotgun sequence"	123275..124159	  lipoprotein NlpI precursor	CP000243
GCA_012153625.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"AARTZK010000065.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.066, whole genome shotgun sequence"	1527..2768	   stx2i-O9-CB10366	FN252457
GCA_012153625.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"AARTZK010000160.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.guided.110, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_012153625.1	virulence_ecoli	terC	100	714 / 714	"AARTZK010000002.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.002, whole genome shotgun sequence"	69878..70591	  Tellurium ion resistance protein	CP007491
GCA_012153625.1	virulence_ecoli	terC	99.9	959 / 966	"AARTZK010000003.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.003, whole genome shotgun sequence"	51294..52252	  Tellurium ion resistance protein	MG591698
GCA_012153625.1	virulence_ecoli	terC	100	1041 / 1041	"AARTZK010000082.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.084, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_012153625.1	virulence_ecoli	tia	99.73	738 / 738	"AARTZK010000087.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.089, whole genome shotgun sequence"	2399..3136	 Tia Invasion determinant	CP015995
GCA_012153625.1	virulence_ecoli	traJ	98.69	687 / 687	"AARTZK010000040.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.040, whole genome shotgun sequence"	32510..33196	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_012153625.1	virulence_ecoli	traT	100	732 / 732	"AARTZK010000040.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.040, whole genome shotgun sequence"	10959..11690	  Outer membrane protein complement resistance	CP009167
GCA_012153625.1	virulence_ecoli	yehA	98.26	1035 / 1035	"AARTZK010000009.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.009, whole genome shotgun sequence"	26900..27934	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_012153625.1	virulence_ecoli	yehB	98.71	2481 / 2481	"AARTZK010000009.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.009, whole genome shotgun sequence"	24404..26884	" Usher, YHD fimbriael cluster"	CP042934
GCA_012153625.1	virulence_ecoli	yehC	97.63	675 / 675	"AARTZK010000009.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.009, whole genome shotgun sequence"	23714..24388	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_012153625.1	virulence_ecoli	yehD	98.71	543 / 543	"AARTZK010000009.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.009, whole genome shotgun sequence"	23092..23634	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_012153625.1	stx	stx2	99.6	1242 / 1242	"AARTZK010000065.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.denovo.066, whole genome shotgun sequence"	1527..2768	"O9 CB10366, variant i"	FN252457
GCA_012153625.1	stx	stx2	99.6	1242 / 1242	"AARTZK010000160.1 Escherichia coli strain 419105 SAMN09633700-rid9267433.guided.110, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_012193385.1	virulence_ecoli	anr	96.24	213 / 213	"AARWNU010000046.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.046, whole genome shotgun sequence"	756..968	 AraC negative regulator	AL391753
GCA_012193385.1	virulence_ecoli	anr	95.31	213 / 213	"AARWNU010000077.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.079, whole genome shotgun sequence"	1177..1389	 AraC negative regulator	AL391753
GCA_012193385.1	virulence_ecoli	cba	99.87	1536 / 1536	"AARWNU010000077.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.079, whole genome shotgun sequence"	6366..7901	  Colicin B	FJ664743
GCA_012193385.1	virulence_ecoli	cma	99.51	816 / 816	"AARWNU010000077.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.079, whole genome shotgun sequence"	8690..9505	  Colicin M activity	FJ664724
GCA_012193385.1	virulence_ecoli	csgA	99.78	456 / 456	"AARWNU010000011.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.011, whole genome shotgun sequence"	135965..136420	 curlin major subunit CsgA	CP069646
GCA_012193385.1	virulence_ecoli	fdeC	93.07	4258 / 4254	"AARWNU010000023.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.023, whole genome shotgun sequence"	16166..20416	 intimin-like adhesin FdeC	AP010953
GCA_012193385.1	virulence_ecoli	fimH	100	489 / 489	"AARWNU010000012.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.012, whole genome shotgun sequence"	104569..105057	   Type 1 fimbriae	NA
GCA_012193385.1	virulence_ecoli	hlyE	99.13	918 / 918	"AARWNU010000011.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.011, whole genome shotgun sequence"	25630..26546	  Avian E. coli haemolysin	ECU57430
GCA_012193385.1	virulence_ecoli	iss	100	294 / 294	"AARWNU010000078.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.080, whole genome shotgun sequence"	6083..6376	  Increased serum survival	CP001665
GCA_012193385.1	virulence_ecoli	lpfA	100	573 / 573	"AARWNU010000010.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.010, whole genome shotgun sequence"	29908..30480	  Long polar fimbriae	AY646923
GCA_012193385.1	virulence_ecoli	nlpI	99.77	885 / 885	"AARWNU010000006.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.006, whole genome shotgun sequence"	56698..57582	  lipoprotein NlpI precursor	CP000243
GCA_012193385.1	virulence_ecoli	ompT	100	954 / 954	"AARWNU010000080.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.082, whole genome shotgun sequence"	76..1029	  Outer membrane protease (protein protease 7)	AMVC01000243
GCA_012193385.1	virulence_ecoli	shiB	96.26	428 / 462	"AARWNU010000041.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.041, whole genome shotgun sequence"	9425..9852	 homologs of the Shigella flexneri SHI-2 pathogenicity island gene shiA	AAD44732
GCA_012193385.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"AARWNU010000019.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.019, whole genome shotgun sequence"	961..2202	   stx2i-O9-CB10366	FN252457
GCA_012193385.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"AARWNU010000151.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.guided.091, whole genome shotgun sequence"	4787..6028	   stx2i-O9-CB10366	FN252457
GCA_012193385.1	virulence_ecoli	terC	100	714 / 714	"AARWNU010000032.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.032, whole genome shotgun sequence"	22823..23536	  Tellurium ion resistance protein	CP007491
GCA_012193385.1	virulence_ecoli	terC	100	966 / 966	"AARWNU010000001.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.001, whole genome shotgun sequence"	265800..266765	  Tellurium ion resistance protein	MG591698
GCA_012193385.1	virulence_ecoli	tia	99.86	738 / 738	"AARWNU010000063.1 Escherichia coli strain 440785 SAMN09380381-rid9253933.denovo.063, whole genome shotgun sequence"	15706..16443	 Tia Invasion determinant	CP010172
